Program,xPONENT,,MAGPIX,,,,,,,,,,,,,
"33(1,A5)",Unknown33,403,480,457,488,485,364.3833511,158.5883115,12,7,23,521,2776,823,1236,
"34(1,B5)",Unknown34,13,7,9,8,8,118.0093312,157.1219988,7,7,15,17,5664,1958,1092,
"35(1,C5)",Unknown35,1885,2365,265,265,252,315.6235477,223.5499776,51,1088,52595,406,48,13,1192,
"36(1,D5)",Unknown36,198,2215,202,224,229,6177.77422,334.3107429,24,22668,43641,50,19,122,1074,
"37(1,E5)",Unknown37,4455,5210,658,8633,670,1349.658495,257.9980086,4,5,4,37,6775,771,1117,
"38(1,F5)",Unknown38,795,112,123,123,875,3381.380552,301.5724577,30,69,57,128,950,148,1105,
"39(1,G5)",Unknown39,376,666,5785,692,7785,520.5411465,169.1758524,7,11,49,108,11185,465,1009,
"40(1,H5)",Unknown40,239,214,2685,350,232,144.2864478,114.9669607,265,111,1573,42807,1220,2479,1156,
"41(1,A6)",Unknown41,123,1565,173,209,138,268.4231883,417.5854854,22,447,50336,1047,11606,3820,1298,
"42(1,B6)",Unknown42,102,138,1075,1435,3435,161.7133541,367.4279756,7,26,25242,87,8212,9225,1305,
"43(1,C6)",Unknown43,487,4335,258,296,4145,559.1343066,292.8374699,7,11,49,108,11185,465,1175,
"44(1,D6)",Unknown44,6655,517,4135,516,328,276.1757674,196.1765491,12,179,246,49,1648,1545,1298,
"45(1,E6)",Unknown45,1485,178,1965,207,177,4516.23155,282.0829423,24,22668,43641,50,19,122,1269,
"46(1,F6)",Unknown46,528,974,915,10635,1102,226.1863599,312.9710555,499,54,35138,29008,6766,1273,1124,
"47(1,G6)",Unknown47,338,391,353,3885,3285,14757.50292,620.4494231,15,245,15042,162,42,27394,1190,
"48(1,H6)",Unknown48,2245,264,281,305,269,5573.669165,217.8299283,15,245,15042,162,42,27394,1176,
"49(1,A7)",Unknown49,196,133,130,147,120,3842.514794,350.4594298,5221,402,54740,1585,596,329,1250,
"50(1,B7)",Unknown50,642,2545,1765,248,202,6921.577119,66.861358,3,3,5,11,1287,406,1222,
"51(1,C7)",Unknown51,1995,197,231,286,265,282.0411578,563.9547578,6,79,5,11,264,31,1082,
"52(1,D7)",Unknown52,234,187,191,2005,178,375.016825,379.076405,3,3,5,11,1287,406,1172,
"53(1,E7)",Unknown53,222,217,300,365,252,1517.719819,107.9606938,3,3,3,7,6421,2777,1092,
"54(1,F7)",Unknown54,1177,1370,1238,12555,16065,2597.392105,188.4729687,789,57,2723,44253,5846,2816,1087,
"55(1,G7)",Unknown55,1725,2025,223,257,2105,162.076335,326.3063569,14455,1240,45042,44,4843,177,1110,
"56(1,H7)",Unknown56,143,153,175,180,1415,3900.47994,258.6740388,5,4,41,134,6840,658,1213,
"57(1,A8)",Unknown57,2485,322,205,240,179,241.3387169,146.1147195,13,13,23,753,1203,593,1243,
"58(1,B8)",Unknown58,292,284,187,2525,2415,303.4394452,182.2729233,5,4,41,134,6840,658,1141,
"59(1,C8)",Unknown59,162,195,210,2435,214,2587.921069,375.5456223,134,2059,49342,123,6544,2276,1153,
"60(1,D8)",Unknown60,121,156,182,209,129,3064.424625,151.4406507,14455,1240,45042,44,4843,177,1173,
"61(1,E8)",Unknown61,595,390,293,380,396,423.9217163,355.2399954,4,3,21,147,6928,8679,1182,
"62(1,F8)",Unknown62,1215,2865,1765,183,1075,274.5341544,409.9625479,13982,1312,15610,11667,2403,9607,1187,
"63(1,G8)",Unknown63,648,14965,1156,1124,714,737.0138575,242.5175074,4,3,2,6,5219,8370,1108,
"64(1,H8)",Unknown64,259,313,247,283,207,2987.626685,214.5731507,78,42,414,297,6166,3011,1174,
"65(1,A9)",Unknown65,126,158,117,134,92,267.0495747,234.3847623,1325,163,53428,367,24,16,1340,
"66(1,B9)",Unknown66,313,3475,353,418,321,284.1643505,167.7317014,7,15,33,326,9,5,1136,
"67(1,C9)",Unknown67,4225,252,3165,3015,266,188.8864268,208.9999824,166,1058,48854,562,7616,1386,1181,
"68(1,D9)",Unknown68,1175,149,141,175,142,4196.406439,303.9567621,78,42,414,297,6166,3011,1093,
"69(1,E9)",Unknown69,3825,394,359,411,4375,364.8970142,120.404146,35818,11968,32065,55107,8135,31870,1133,
"70(1,F9)",Unknown70,159,208,197,2375,207,829.2167468,224.2547832,5,5,6,1204,545,73,1132,
"71(1,G9)",Unknown71,187,2855,278,299,222,559.0292587,240.3089918,14,50,1151,239,6539,2635,1203,
"72(1,H9)",Unknown72,2875,3975,297,2475,205,14009.50461,155.6745265,4,4,10,4,8,4,1121,
"73(1,A10)",Unknown73,9,13,18,17,165,17379.90867,137.6463444,18257,28103,52979,223,13670,939,1155,
"74(1,B10)",Unknown74,335,393,3955,4205,344,207.2206313,140.0086705,3,3,5,11,1287,406,1073,
"75(1,C10)",Unknown75,2275,223,258,286,2275,762.3423941,230.2869162,576,109,4193,94,3378,234,1135,
"76(1,D10)",Unknown76,1005,360,129,2705,1003,319.0282497,256.8284028,6176,69,41912,24874,6,137,1135,
"77(1,E10)",Unknown77,7925,11755,1331,12695,1414,247.634034,128.9511667,98,27,170,74,1867,257,1087,
"78(1,F10)",Unknown78,243,149,157,173,159,1753.708612,194.8672095,12,35,37904,1228,5518,146,1051,
"79(1,G10)",Unknown79,2305,2935,3145,362,4005,1635.970631,177.7467814,4,56,134,173,4,3,1057,
"80(1,H10)",Unknown80,635,13715,2110,14705,1325,458.5403598,205.4510433,4,3,21,147,6928,8679,1172,
"81(1,A11)",Unknown81,255,245,281,326,3055,66.11862406,115.4377294,9375,19166,52918,13497,7464,837,1105,
"82(1,B11)",Unknown82,220,2765,302,3445,291,270.1097234,229.6193166,84,54,92,625,2751,3509,1134,
"83(1,C11)",POS1,92.28191852,1354.945592,1349.241766,972.0192846,1271.367388,NA,NA,13031.74824,19066.74682,50156.19312,41750.54852,NA,NA,1011,
"84(1,D11)",POS2,47.10510744,1121.141193,649.241568,18841.19966,6276.49198,NA,NA,42736.66721,7952.77144,57679.79856,35050.59242,NA,NA,1102,
"85(1,E11)",NEG1,113.8029206,58.95697425,200.003546,323.577973,263.2786842,NA,NA,13.68608055,18.84930033,15.10251567,57.27307929,NA,NA,1116,
"86(1,F11)",NEG2,80.80015372,3.220388669,271.6108331,337.037539,328.8776,NA,NA,21.58772267,41.31477916,366.9434648,1258.801547,NA,NA,1123,
"87(1,G11)",BLANK1,113.6635037,21.64324848,30.55509188,10.11845016,34.98748241,10.22002441,16.22976918,37.19804223,28.3533593,21.38677722,23.07314755,11.26178601,21.06536353,1132,
"88(1,H11)",BLANK2,121.1451201,11.12293099,39.20619741,22.95253747,38.7272979,36.63264717,29.19936308,39.12899831,28.56514622,20.00281634,20.40244745,19.83762158,14.57334243,1088,
"89(1,A12)",Std Curve wruv 1:80,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6618,NA,1202,
"90(1,B12)",Std Curve wruv 1:40,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2482,NA,1119,
"91(1,C12)",Std Curve wruv 1:20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,865,NA,1158,
"92(1,D12)",Std Curve wruv 1:10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,280,NA,1191,
"93(1,E12)",Std Curve wruv 1:5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,102,NA,1120,
"94(1,F12)",Std Curve wruv 1:2.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44,NA,1187,
"95(1,G12)",Std Curve wruv 1:1.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,NA,1071,
"96(1,H12)",Std Curve wruv 1:0.625,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,NA,1217,
,,,,,,,,,,,,,,,,
DataType:,Net MFI,,,,,,,,,,,,,,,
Location,Sample,SNAP,WNV,YF,JE3,ZIKA,DENV,CHIKV,GLURPR2,CSP,PfAMA1,PfMSP119,WRUV,WMEV,Total Events,
"1(1,A1)",Unknown1,202.5956881,474.6169103,5090.119355,5218.464506,5738.14261,2008.043563,381.7527182,515.8364797,34.54074724,6.305203223,20.2622025,6912.450296,1168.180647,1129,
"2(1,B1)",Unknown2,140.5956881,3068.61691,280.1193554,3848.464506,3118.14261,586.2514593,415.4727963,6614.83648,135.5407472,7091.305203,33434.2622,9789.450296,3352.180647,1040,
"3(1,C1)",Unknown3,135.5956881,243.6169103,253.1193554,3508.464506,3448.14261,1251.261316,266.5898408,11466.83648,2733.540747,10489.3052,44091.2622,415.4502962,11130.18065,1061,
"4(1,D1)",Unknown4,-1.404311907,1518.61691,104.1193554,145.4645062,82.14260985,484.3899635,402.6823561,-20.16352027,18.54074724,792.3052032,32845.2622,6770.450296,12444.18065,937,
"5(1,E1)",Unknown5,7167.595688,1038.61691,972.1193554,11278.46451,1192.14261,1791.591317,215.5997245,34.83647973,-11.45925276,9.305203223,-7.737797498,5886.450296,4356.180647,966,
"6(1,F1)",Unknown6,127.5956881,216.6169103,218.1193554,300.4645062,4418.14261,5308.827056,50.16616865,0.836479728,1075.540747,47772.3052,330.2622025,-4.549703792,-8.81935298,1062,
"7(1,G1)",Unknown7,59.59568809,2318.61691,176.1193554,236.4645062,135.1426098,250.7425904,325.1145931,10930.83648,82.54074724,565.3052032,5519.262203,4.450296208,-0.81935298,1029,
"8(1,H1)",Unknown8,8997.595688,399.6169103,407.1193554,378.4645062,349.1426098,294.2898032,265.2370132,40.83647973,-11.45925276,31788.3052,372.2622025,1062.450296,43.18064702,1017,
"9(1,A2)",Unknown9,90.59568809,190.6169103,170.1193554,212.4645062,2078.14261,492.5883466,252.8950104,-33.16352027,-18.45925276,-9.694796777,-9.737797498,5239.450296,5335.180647,1068,
"10(1,B2)",Unknown10,2037.595688,259.6169103,193.1193554,251.4645062,239.1426098,127.772949,154.2352969,12003.83648,365.5407472,45834.3052,174.2622025,99.45029621,39154.18065,1116,
"11(1,C2)",Unknown11,1897.595688,1678.61691,1810.119355,184.4645062,114.1426098,123.1227754,309.004654,-34.16352027,-27.45925276,-13.69479678,136.2622025,576.4502962,415.180647,1047,
"12(1,D2)",Unknown12,165.5956881,284.6169103,288.1193554,368.4645062,2988.14261,227.4185326,587.929392,515.8364797,34.54074724,6.305203223,20.2622025,6912.450296,1168.180647,1123,
"13(1,E2)",Unknown13,120.5956881,2578.61691,239.1193554,338.4645062,321.1426098,633.9312069,255.9869791,-33.16352027,-18.45925276,-9.694796777,-9.737797498,5239.450296,5335.180647,1150,
"14(1,F2)",Unknown14,176.5956881,330.6169103,299.1193554,382.4645062,266.1426098,3045.659583,325.5832131,515.8364797,34.54074724,6.305203223,20.2622025,6912.450296,1168.180647,1206,
"15(1,G2)",Unknown15,1097.595688,1618.61691,93.11935535,142.4645062,124.1426098,607.421383,298.257997,6425.83648,4629.540747,51977.3052,135.2622025,7343.450296,275.180647,1131,
"16(1,H2)",Unknown16,-109.4043119,-4.383089735,-21.88064465,-1.535493815,-25.85739015,963.8267758,560.8007587,-14.16352027,-8.459252762,2.305203223,7906.262203,2.450296208,-14.81935298,1115,
"17(1,A3)",Unknown17,171.5956881,296.6169103,3170.119355,357.4645062,299.1426098,242.4499336,267.5179716,0.836479728,1075.540747,47772.3052,330.2622025,-4.549703792,-8.81935298,1100,
"18(1,B3)",Unknown18,498.5956881,821.6169103,7780.119355,8188.464506,901.1426098,215.3834482,111.0195694,7.836479728,111.5407472,234.3052032,199.2622025,2.450296208,43430.18065,1117,
"19(1,C3)",Unknown19,97.59568809,221.6169103,190.1193554,251.4645062,175.1426098,143.076124,175.7162067,46621.83648,721.5407472,22967.3052,265.2622025,1601.450296,49.18064702,1247,
"20(1,D3)",Unknown20,103.5956881,229.6169103,238.1193554,277.4645062,2528.14261,494.885979,141.968104,-19.16352027,-15.45925276,-3.694796777,-5.737797498,3827.450296,1611.180647,1200,
"21(1,E3)",Unknown21,183.5956881,406.6169103,3350.119355,413.4645062,632.1426098,14993.49501,279.4282121,36.83647973,-13.45925276,11.30520322,12.2622025,7703.450296,1944.180647,1096,
"22(1,F3)",Unknown22,13.59568809,1348.61691,110.1193554,153.4645062,108.1426098,2127.01234,231.0931214,-33.16352027,-20.45925276,37.30520322,284.2622025,13917.4503,13324.18065,1125,
"23(1,G3)",Unknown23,100.5956881,2388.61691,186.1193554,230.4645062,408.1426098,281.0954416,282.6019641,-19.16352027,-15.45925276,-3.694796777,-5.737797498,3827.450296,1611.180647,1184,
"24(1,H3)",Unknown24,-1.404311907,103.6169103,1170.119355,127.4645062,1258.14261,250.4391822,194.5900934,10930.83648,82.54074724,565.3052032,5519.262203,4.450296208,-0.81935298,1178,
"25(1,A4)",Unknown25,41.59568809,133.6169103,1130.119355,116.4645062,71.14260985,290.5765075,132.6633379,-27.16352027,6.540747238,5645.305203,-7.737797498,947.4502962,179.180647,1146,
"26(1,B4)",Unknown26,0.595688093,122.6169103,435.1193554,138.4645062,83.14260985,193.623488,113.5969772,-10.16352027,39.54074724,538.3052032,981.2622025,5395.450296,1131.180647,1113,
"27(1,C4)",Unknown27,52.59568809,186.6169103,178.1193554,242.4645062,181.1426098,2585.504373,379.8986948,-24.16352027,150.5407472,45870.3052,374.2622025,2438.450296,421.180647,1190,
"28(1,D4)",Unknown28,13.59568809,130.6169103,1280.119355,149.4645062,1568.14261,382.350167,245.6919904,10827.83648,11395.54075,30845.3052,18809.2622,2390.450296,360.180647,1204,
"29(1,E4)",Unknown29,-41.40431191,61.61691026,46.11935535,75.46450618,51.14260985,470.6313663,257.3695965,4.836479728,-24.45925276,8873.305203,25855.2622,6346.450296,107.180647,1197,
"30(1,F4)",Unknown30,89.59568809,2268.61691,161.1193554,189.4645062,140.1426098,161.4114523,174.256089,-34.16352027,-19.45925276,-1.694796777,87.2622025,-8.549703792,-12.81935298,1215,
"31(1,G4)",Unknown31,6977.595688,1369.61691,9670.119355,11918.46451,1291.14261,297.2706278,226.0837168,-34.16352027,-24.45925276,-16.69479678,-13.7377975,-3.549703792,-11.81935298,1188,
"32(1,H4)",Unknown32,502.5956881,1071.61691,796.1193554,1107.464506,6728.14261,545.4785592,150.461304,34782.83648,84.54074724,55094.3052,9156.262203,0.450296208,4.18064702,1288,
"33(1,A5)",Unknown33,285.5956881,463.6169103,422.1193554,471.4645062,448.1426098,340.9570153,135.8737453,-26.16352027,-21.45925276,2.305203223,499.2622025,2760.450296,805.180647,1236,
"34(1,B5)",Unknown34,-104.4043119,-9.383089735,-25.88064465,-8.535493815,-28.85739015,94.58299539,134.4074327,-31.16352027,-21.45925276,-5.694796777,-4.737797498,5648.450296,1940.180647,1092,
"35(1,C5)",Unknown35,1767.595688,2348.61691,230.1193554,248.4645062,215.1426098,292.1972119,200.8354115,12.83647973,1059.540747,52574.3052,384.2622025,32.45029621,-4.81935298,1192,
"36(1,D5)",Unknown36,80.59568809,2198.61691,167.1193554,207.4645062,192.1426098,6154.347884,311.5961768,-14.16352027,22639.54075,43620.3052,28.2622025,3.450296208,104.180647,1074,
"37(1,E5)",Unknown37,4337.595688,5193.61691,623.1193554,8616.464506,633.1426098,1326.232159,235.2834425,-34.16352027,-23.45925276,-16.69479678,15.2622025,6759.450296,753.180647,1117,
"38(1,F5)",Unknown38,677.5956881,95.61691026,88.11935535,106.4645062,838.1426098,3357.954216,278.8578916,-8.163520272,40.54074724,36.30520322,106.2622025,934.4502962,130.180647,1105,
"39(1,G5)",Unknown39,258.5956881,649.6169103,5750.119355,675.4645062,7748.14261,497.1148107,146.4612863,-31.16352027,-17.45925276,28.30520322,86.2622025,11169.4503,447.180647,1009,
"40(1,H5)",Unknown40,121.5956881,197.6169103,2650.119355,333.4645062,195.1426098,120.860112,92.25239453,226.8364797,82.54074724,1552.305203,42785.2622,1204.450296,2461.180647,1156,
"41(1,A6)",Unknown41,5.595688093,1548.61691,138.1193554,192.4645062,101.1426098,244.9968525,394.8709192,-16.16352027,418.5407472,50315.3052,1025.262203,11590.4503,3802.180647,1298,
"42(1,B6)",Unknown42,-15.40431191,121.6169103,1040.119355,1418.464506,3398.14261,138.2870183,344.7134094,-31.16352027,-2.459252762,25221.3052,65.2622025,8196.450296,9207.180647,1305,
"43(1,C6)",Unknown43,369.5956881,4318.61691,223.1193554,279.4645062,4108.14261,535.7079708,270.1229038,-31.16352027,-17.45925276,28.30520322,86.2622025,11169.4503,447.180647,1175,
"44(1,D6)",Unknown44,6537.595688,500.6169103,4100.119355,499.4645062,291.1426098,252.7494316,173.461983,-26.16352027,150.5407472,225.3052032,27.2622025,1632.450296,1527.180647,1298,
"45(1,E6)",Unknown45,1367.595688,161.6169103,1930.119355,190.4645062,140.1426098,4492.805214,259.3683761,-14.16352027,22639.54075,43620.3052,28.2622025,3.450296208,104.180647,1269,
"46(1,F6)",Unknown46,410.5956881,957.6169103,880.1193554,10618.46451,1065.14261,202.7600241,290.2564894,460.8364797,25.54074724,35117.3052,28986.2622,6750.450296,1255.180647,1124,
"47(1,G6)",Unknown47,220.5956881,374.6169103,318.1193554,3868.464506,3248.14261,14734.07658,597.7348569,-23.16352027,216.5407472,15021.3052,140.2622025,26.45029621,27376.18065,1190,
"48(1,H6)",Unknown48,2127.595688,247.6169103,246.1193554,288.4645062,232.1426098,5550.242829,195.1153622,-23.16352027,216.5407472,15021.3052,140.2622025,26.45029621,27376.18065,1176,
"49(1,A7)",Unknown49,78.59568809,116.6169103,95.11935535,130.4645062,83.14260985,3819.088458,327.7448637,5182.83648,373.5407472,54719.3052,1563.262203,580.4502962,311.180647,1250,
"50(1,B7)",Unknown50,524.5956881,2528.61691,1730.119355,231.4645062,165.1426098,6898.150783,44.14679187,-35.16352027,-25.45925276,-15.69479678,-10.7377975,1271.450296,388.180647,1222,
"51(1,C7)",Unknown51,1877.595688,180.6169103,196.1193554,269.4645062,228.1426098,258.614822,541.2401917,-32.16352027,50.54074724,-15.69479678,-10.7377975,248.4502962,13.18064702,1082,
"52(1,D7)",Unknown52,116.5956881,170.6169103,156.1193554,1988.464506,141.1426098,351.5904893,356.3618388,-35.16352027,-25.45925276,-15.69479678,-10.7377975,1271.450296,388.180647,1172,
"53(1,E7)",Unknown53,104.5956881,200.6169103,265.1193554,348.4645062,215.1426098,1494.293483,85.24612769,-35.16352027,-25.45925276,-17.69479678,-14.7377975,6405.450296,2759.180647,1092,
"54(1,F7)",Unknown54,1059.595688,1353.61691,1203.119355,12538.46451,16028.14261,2573.965769,165.7584025,750.8364797,28.54074724,2702.305203,44231.2622,5830.450296,2798.180647,1087,
"55(1,G7)",Unknown55,1607.595688,2008.61691,188.1193554,240.4645062,2068.14261,138.6499993,303.5917908,14416.83648,1211.540747,45021.3052,22.2622025,4827.450296,159.180647,1110,
"56(1,H7)",Unknown56,25.59568809,136.6169103,140.1193554,163.4645062,1378.14261,3877.053605,235.9594727,-33.16352027,-24.45925276,20.30520322,112.2622025,6824.450296,640.180647,1213,
"57(1,A8)",Unknown57,2367.595688,305.6169103,170.1193554,223.4645062,142.1426098,217.9123811,123.4001534,-25.16352027,-15.45925276,2.305203223,731.2622025,1187.450296,575.180647,1243,
"58(1,B8)",Unknown58,174.5956881,267.6169103,152.1193554,2508.464506,2378.14261,280.0131094,159.5583572,-33.16352027,-24.45925276,20.30520322,112.2622025,6824.450296,640.180647,1141,
"59(1,C8)",Unknown59,44.59568809,178.6169103,175.1193554,2418.464506,177.1426098,2564.494734,352.8310561,95.83647973,2030.540747,49321.3052,101.2622025,6528.450296,2258.180647,1153,
"60(1,D8)",Unknown60,3.595688093,139.6169103,147.1193554,192.4645062,92.14260985,3040.998289,128.7260845,14416.83648,1211.540747,45021.3052,22.2622025,4827.450296,159.180647,1173,
"61(1,E8)",Unknown61,477.5956881,373.6169103,258.1193554,363.4645062,359.1426098,400.4953805,332.5254293,-34.16352027,-25.45925276,0.305203223,125.2622025,6912.450296,8661.180647,1182,
"62(1,F8)",Unknown62,1097.595688,2848.61691,1730.119355,166.4645062,1038.14261,251.1078186,387.2479817,13943.83648,1283.540747,15589.3052,11645.2622,2387.450296,9589.180647,1187,
"63(1,G8)",Unknown63,530.5956881,14948.61691,1121.119355,1107.464506,677.1426098,713.5875218,219.8029413,-34.16352027,-25.45925276,-18.69479678,-15.7377975,5203.450296,8352.180647,1108,
"64(1,H8)",Unknown64,141.5956881,296.6169103,212.1193554,266.4645062,170.1426098,2964.200349,191.8585846,39.83647973,13.54074724,393.3052032,275.2622025,6150.450296,2993.180647,1174,
"65(1,A9)",Unknown65,8.595688093,141.6169103,82.11935535,117.4645062,55.14260985,243.6232389,211.6701962,1286.83648,134.5407472,53407.3052,345.2622025,8.450296208,-1.81935298,1340,
"66(1,B9)",Unknown66,195.5956881,3458.61691,318.1193554,401.4645062,284.1426098,260.7380147,145.0171352,-31.16352027,-13.45925276,12.30520322,304.2622025,-6.549703792,-12.81935298,1136,
"67(1,C9)",Unknown67,4107.595688,235.6169103,3130.119355,2998.464506,229.1426098,165.4600911,186.2854163,127.8364797,1029.540747,48833.3052,540.2622025,7600.450296,1368.180647,1181,
"68(1,D9)",Unknown68,1057.595688,132.6169103,106.1193554,158.4645062,105.1426098,4172.980103,281.242196,39.83647973,13.54074724,393.3052032,275.2622025,6150.450296,2993.180647,1093,
"69(1,E9)",Unknown69,3707.595688,377.6169103,324.1193554,394.4645062,4338.14261,341.4706784,97.68957982,35779.83648,11939.54075,32044.3052,55085.2622,8119.450296,31852.18065,1133,
