Program,xPONENT,,MAGPIX,,,,,,,,,,,,,
"37(1,E5)",Unknown37,345,434,386,460,394,4654,136,19,38,3821,643,6505,1752,1101,
"38(1,F5)",Unknown38,415,317,3755,422,3265,1397,182,10238,74,43916,3805,924,913,1093,
"39(1,G5)",Unknown39,318,2185,208,246,155,3276,2137,2613,1452,56811,13600,3,19,1006,
"40(1,H5)",Unknown40,1256,13905,1212,1459,1806,520,3427,2613,1452,56811,13600,3,19,1163,
"41(1,A6)",Unknown41,108,338,103,374,122,399,196,10,26,15,34,3378,416,1305,
"42(1,B6)",Unknown42,17455,17325,20515,21815,2342,10648,207,21,45,62,129,1,14,1300,
"43(1,C6)",Unknown43,1197,1390,1398,1652,1631,5971,320,11,26,53488,56,4389,91,1182,
"44(1,D6)",Unknown44,258,2855,3155,3815,3165,3033,241,2128,1544,52240,99,9491,806,1304,
"45(1,E6)",Unknown45,177,305,208,209,155,2450,153,109,22,224,458,7557,283,1280,
"46(1,F6)",Unknown46,3635,4505,4835,539,440,6362,1542,6,4,6,8,128,181,1152,
"47(1,G6)",Unknown47,2505,345,2425,3375,595,197,29901,19,6,6,118,4693,770,1188,
"48(1,H6)",Unknown48,349,354,3855,440,408,683,315,139,232,48038,187,9932,262,1199,
"49(1,A7)",Unknown49,2185,247,2425,2635,220,5975,457,85,25,395,26671,24,15,1269,
"50(1,B7)",Unknown50,204,223,238,265,255,313,6366,91,69,56966,143,134,22981,1216,
"51(1,C7)",Unknown51,1805,216,199,238,254,499,8135,5,190,17827,29,4253,139,1085,
"52(1,D7)",Unknown52,276,331,281,344,329,904,2311,4617,413,53231,181,20,17,1161,
"53(1,E7)",Unknown53,81,715,66,82,76,4119,541,18,130,153,2103,2758,1933,1081,
"54(1,F7)",Unknown54,410,3585,359,428,3865,155,396,95,32,34072,4587,1261,319,1065,
"55(1,G7)",Unknown55,277,202,207,222,195,587,535,1957,4839,54268,1722,4938,843,1104,
"56(1,H7)",Unknown56,711,1317,1308,15085,1388,4269,386,21816,9175,34014,386,9852,699,1226,
"57(1,A8)",Unknown57,222,221,180,216,1855,239,346,29,209,13390,235,4849,5481,1246,
"58(1,B8)",Unknown58,258,305,376,5185,357,6035,173,10238,74,43916,3805,924,913,1140,
"59(1,C8)",Unknown59,16,22,27,26,97,1914,1218,34,2904,57666,550,7827,347,1142,
"60(1,D8)",Unknown60,7675,458,2135,2885,345,1152,4203,25140,4589,46349,8179,6484,462,1151,
"61(1,E8)",Unknown61,152,1875,211,2445,178,397,138,35,108,2559,466,9034,445,1198,
"62(1,F8)",Unknown62,538,275,293,349,336,5196,202,29,209,13390,235,4849,5481,1201,
"63(1,G8)",Unknown63,3205,440,321,355,281,151,141,32,11,39,41003,11,9,1140,
"64(1,H8)",Unknown64,517,344,407,434,4225,30219,203,10,11,886,1393,3287,101,1172,
"65(1,A9)",P1,21925,27613,16961,20948,27569,18061,20981,27477,18987,21817,15698,NA,NA,1338,
"66(1,B9)",P2,15488,21156,13975,15415,23413,21117,25786,16327,19318,23684,17679,NA,NA,1113,
"67(1,C9)",P3,9790,22195,9721,9656,22321,15065,21450,12356,15052,21964,11649,NA,NA,1176,
"68(1,D9)",P4,5339,15637,5102,5812,17746,8917,21386,8983,9304,21021,8045,NA,NA,1093,
"69(1,E9)",P5,2502,8105,2130,2401,8873,4944,15611,4635,5083,15889,4658,NA,NA,1148,
"70(1,F9)",P6,1295,5894,938,1242,6296,2363,8206,2159,2284,8114,1969,NA,NA,1139,
"71(1,G9)",P7,497,2206,394,485,2212,1229,5718,876,1077,5871,995,NA,NA,1180,
"72(1,H9)",P8,255,1309,130,243,1264,469,2063,400,510,2204,410,NA,NA,1127,
"73(1,A10)",Std Curve wruv 1:80,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7485,NA,1167,
"74(1,B10)",Std Curve wruv 1:40,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2870,NA,1091,
"75(1,C10)",Std Curve wruv 1:20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1434,NA,1122,
"76(1,D10)",Std Curve wruv 1:10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,448,NA,1117,
"77(1,E10)",Std Curve wruv 1:5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,187,NA,1083,
"78(1,F10)",Std Curve wruv 1:2.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,149,NA,1063,
"79(1,G10)",Std Curve wruv 1:1.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,74,NA,1072,
"80(1,H10)",Std Curve wruv 1:0.625,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,81,NA,1161,
"81(1,A11)",Std Curve wmev 1:3000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10247,1106,
"82(1,B11)",Std Curve wmev 1:1500,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4363,1145,
"83(1,C11)",Std Curve wmev 1:750,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1379,1031,
"84(1,D11)",Std Curve wmev 1:375,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,479,1111,
"85(1,E11)",Std Curve wmev 1:187.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,301,1115,
"86(1,F11)",Std Curve wmev 1:93.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,128,1138,
"87(1,G11)",Std Curve wmev 1:46.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,81,1105,
"88(1,H11)",Std Curve wmev 1:23.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,34,1087,
"89(1,A12)",Std Curve wmev 1:11.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17,1215,
"90(1,B12)",Std Curve wmev 1:5.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,1150,
"91(1,C12)",POS1,123,1355,1349,972,1271,NA,NA,13032,19067,50156,41751,NA,NA,1175,
"92(1,D12)",POS2,78,1121,649,18841,6276,NA,NA,42737,7953,57680,35051,NA,NA,1186,
"93(1,E12)",NEG1,59,59,200,324,263,NA,NA,14,19,15,57,NA,NA,1149,
"94(1,F12)",NEG2,113,3,272,337,329,NA,NA,22,41,367,1259,NA,NA,1189,
"95(1,G12)",BLANK1,76,35,16,18,35,31,17,11,14,16,24,39,14,1061,
"96(1,H12)",BLANK2,143,16,32,10,21,25,10,27,15,21,29,37,17,1209,
,,,,,,,,,,,,,,,,
DataType:,Net MFI,,,,,,,,,,,,,,,
Location,Sample,SNAP,WNV,YF,JE3,ZIKA,DENV,CHIKV,GLURPR2,CSP,PfAMA1,PfMSP119,WRUV,WMEV,Total Events,
"1(1,A1)",Unknown1,5006,857,9861,9991,10467,803,146,-16,-8,-16,8,1314,635,1130,
"2(1,B1)",Unknown2,3824,88549,42171,61971,92077,2386,93,-16,-8,575,2,-33,-13,1017,
"3(1,C1)",Unknown3,342,537,5341,6301,803,251,257,22173,210,51641,43553,8087,36,1090,
"4(1,D1)",Unknown4,131,2119,222,258,192,275,203,-13,45,-1,17,2440,427,949,
"5(1,E1)",Unknown5,1286,168,1891,180,118,201,302,20651,3536,42721,8246,3011,89,949,
"6(1,F1)",Unknown6,58,1689,163,192,132,288,321,42,11,17795,1343,1564,3354,1079,
"7(1,G1)",Unknown7,18,102,1371,144,111,65,99,-13,-12,54,7306,1653,1363,1041,
"8(1,H1)",Unknown8,970,1137,899,1049,13077,515,455,-12,-3,30,81,11147,449,1025,
"9(1,A2)",Unknown9,487,12319,1373,13931,13697,9528,300,9,29,7076,2575,8744,11330,1047,
"10(1,B2)",Unknown10,364,1867,1280,12391,6157,113,334,6,4,919,1185,93,791,1116,
"11(1,C2)",Unknown11,123,2139,220,244,196,2326,116,-15,-11,2,120,6890,8663,1071,
"12(1,D2)",Unknown12,229,193,155,2151,198,282,344,9356,19152,52899,13470,7426,821,1122,
"13(1,E2)",Unknown13,2456,3079,273,310,3137,821,12517,-13,49,46453,14,1569,44,1173,
"14(1,F2)",Unknown14,173,292,149,165,299,365,271,770,43,2704,44226,5808,2800,1183,
"15(1,G2)",Unknown15,1111,2713,14951,2095,2830,4516,239,-15,-8,-9,-21,1064,4596,1121,
"16(1,H2)",Unknown16,482,7329,713,810,625,408,5309,147,1044,48835,535,7578,1370,1097,
"17(1,A3)",Unknown17,6776,1017,10771,12471,1259,10333,303,-16,-8,575,2,-33,-13,1095,
"18(1,B3)",Unknown18,257,271,324,380,285,2551,12244,-10,-3,66,52,15656,5414,1126,
"19(1,C3)",Unknown19,486,789,146,4991,220,46,2029,14436,1226,45023,17,4805,161,1236,
"20(1,D3)",Unknown20,731,273,2891,259,264,257,576,-15,-10,-9,-23,-30,-12,1196,
"21(1,E3)",Unknown21,2386,274,224,264,2147,329,1849,1818,20,50710,204,708,610,1087,
"22(1,F3)",Unknown22,1786,204,2491,239,186,300,264,37142,735,56081,38570,-11,9,1135,
"23(1,G3)",Unknown23,-11,79,57,82,68,14848,766,-4,10,-7,6,15026,451,1182,
"24(1,H3)",Unknown24,2836,3639,307,369,339,2227,1637,20651,3536,42721,8246,3011,89,1175,
"25(1,A4)",Unknown25,112,252,270,338,2347,6431,219,770,43,2704,44226,5808,2800,1153,
"26(1,B4)",Unknown26,166,281,196,2601,200,404,2368,-14,-9,-13,1177,507,57,1110,
"27(1,C4)",Unknown27,178,286,3311,368,3607,9620,3746,6554,-6,1427,151,9276,1143,1186,
"28(1,D4)",Unknown28,7,141,150,165,1177,469,6953,13963,1298,15591,11640,2365,9591,1195,
"29(1,E4)",Unknown29,-99,-19,-8,-1,-17,146,223,21009,83,56485,93,-37,-9,1201,
"30(1,F4)",Unknown30,61,1739,181,2141,141,377,151,-11,-7,100,180,-26,-8,1210,
"31(1,G4)",Unknown31,772,1123,1067,1219,1377,1028,582,-15,-10,-9,-23,-30,-12,1171,
"32(1,H4)",Unknown32,104,3029,2101,206,2637,6014,6607,-15,-9,-15,10,6737,755,1257,
"33(1,A5)",Unknown33,309,504,4131,480,426,433,224,1938,4825,54249,1695,4900,827,1226,
"34(1,B5)",Unknown34,126,2129,2141,2211,2247,2968,323,10,195,13371,208,4811,5465,1108,
"35(1,C5)",Unknown35,252,4239,4131,4811,378,375,193,-8,18,5,4,15,1197,1173,
"36(1,D5)",Unknown36,3566,529,552,561,633,2180,1690,16,94,2540,439,8996,429,1073,
"37(1,E5)",Unknown37,236,408,362,446,366,4626,122,0,24,3802,616,6467,1736,1101,
"38(1,F5)",Unknown38,306,291,3731,408,3237,1369,169,10219,60,43897,3778,886,897,1093,
"39(1,G5)",Unknown39,209,2159,184,232,127,3248,2123,2594,1438,56792,13573,-35,3,1006,
"40(1,H5)",Unknown40,1147,13879,1188,1445,1778,492,3414,2594,1438,56792,13573,-35,3,1163,
"41(1,A6)",Unknown41,-1,312,79,360,94,371,182,-9,12,-4,7,3340,400,1305,
"42(1,B6)",Unknown42,17346,17299,20491,21801,2314,10620,193,2,31,43,102,-37,-2,1300,
"43(1,C6)",Unknown43,1088,1364,1374,1638,1603,5943,306,-8,12,53469,29,4351,75,1182,
"44(1,D6)",Unknown44,149,2829,3131,3801,3137,3005,228,2109,1530,52221,72,9453,790,1304,
"45(1,E6)",Unknown45,68,279,184,195,127,2422,139,90,8,205,431,7519,267,1280,
"46(1,F6)",Unknown46,3526,4479,4811,525,412,6334,1528,-13,-10,-13,-19,90,165,1152,
"47(1,G6)",Unknown47,2396,319,2401,3361,567,169,29887,0,-8,-13,91,4655,754,1188,
"48(1,H6)",Unknown48,240,328,3831,426,380,655,301,120,218,48019,160,9894,246,1199,
"49(1,A7)",Unknown49,2076,221,2401,2621,192,5946,444,66,11,376,26644,-14,-1,1269,
"50(1,B7)",Unknown50,95,197,214,251,227,285,6352,72,55,56947,116,96,22965,1216,
"51(1,C7)",Unknown51,1696,190,175,224,226,471,8122,-14,176,17808,2,4215,123,1085,
"52(1,D7)",Unknown52,167,305,257,330,301,876,2298,4598,399,53212,154,-18,1,1161,
"53(1,E7)",Unknown53,-28,689,42,68,48,4091,527,-1,116,134,2076,2720,1917,1081,
"54(1,F7)",Unknown54,301,3559,335,414,3837,127,382,76,18,34053,4560,1223,303,1065,
"55(1,G7)",Unknown55,168,176,183,208,167,559,521,1938,4825,54249,1695,4900,827,1104,
"56(1,H7)",Unknown56,602,1291,1284,15071,1360,4241,372,21797,9161,33995,359,9814,683,1226,
"57(1,A8)",Unknown57,113,195,156,202,1827,211,333,10,195,13371,208,4811,5465,1246,
"58(1,B8)",Unknown58,149,279,352,5171,329,6007,160,10219,60,43897,3778,886,897,1140,
"59(1,C8)",Unknown59,-93,-4,3,12,69,1886,1205,15,2890,57647,523,7789,331,1142,
"60(1,D8)",Unknown60,7566,432,2111,2871,317,1124,4189,25121,4575,46330,8152,6446,446,1151,
"61(1,E8)",Unknown61,43,1849,187,2431,150,368,124,16,94,2540,439,8996,429,1198,
"62(1,F8)",Unknown62,429,249,269,335,308,5168,188,10,195,13371,208,4811,5465,1201,
"63(1,G8)",Unknown63,3096,414,297,341,253,123,128,13,-3,20,40976,-27,-7,1140,
"64(1,H8)",Unknown64,408,318,383,420,4197,30191,189,-9,-3,867,1366,3249,85,1172,
"65(1,A9)",P1,21816,27587,16937,20934,27541,18033,20967,27458,18973,21798,15671,NA,NA,1338,
"66(1,B9)",P2,15379,21130,13951,15401,23385,21089,25772,16308,19304,23665,17652,NA,NA,1113,
"67(1,C9)",P3,9681,22169,9697,9642,22293,15037,21436,12337,15038,21945,11622,NA,NA,1176,
"68(1,D9)",P4,5230,15611,5078,5798,17718,8889,21372,8964,9290,21002,8018,NA,NA,1093,
"69(1,E9)",P5,2393,8079,2106,2387,8845,4916,15597,4616,5069,15870,4631,NA,NA,1148,
"70(1,F9)",P6,1186,5868,914,1228,6268,2335,8192,2140,2270,8095,1942,NA,NA,1139,
"71(1,G9)",P7,388,2180,370,471,2184,1201,5704,857,1063,5852,968,NA,NA,1180,
"72(1,H9)",P8,146,1283,106,229,1236,441,2049,381,496,2185,383,NA,NA,1127,
"73(1,A10)",Std Curve wruv 1:80,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7447,NA,1167,
"74(1,B10)",Std Curve wruv 1:40,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2832,NA,1091,
"75(1,C10)",Std Curve wruv 1:20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1396,NA,1122,
"76(1,D10)",Std Curve wruv 1:10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,410,NA,1117,
"77(1,E10)",Std Curve wruv 1:5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,149,NA,1083,
"78(1,F10)",Std Curve wruv 1:2.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,111,NA,1063,
"79(1,G10)",Std Curve wruv 1:1.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,36,NA,1072,
"80(1,H10)",Std Curve wruv 1:0.625,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,43,NA,1161,
"81(1,A11)",Std Curve wmev 1:3000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10231,1106,
"82(1,B11)",Std Curve wmev 1:1500,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4347,1145,
"83(1,C11)",Std Curve wmev 1:750,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1363,1031,
"84(1,D11)",Std Curve wmev 1:375,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,463,1111,
"85(1,E11)",Std Curve wmev 1:187.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,285,1115,
"86(1,F11)",Std Curve wmev 1:93.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,112,1138,
"87(1,G11)",Std Curve wmev 1:46.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,65,1105,
"88(1,H11)",Std Curve wmev 1:23.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18,1087,
"89(1,A12)",Std Curve wmev 1:11.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1215,
"90(1,B12)",Std Curve wmev 1:5.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-4,1150,
"91(1,C12)",POS1,13,1329,1326,958,1243,NA,NA,13012,19052,50138,41724,NA,NA,1175,
"92(1,D12)",POS2,-31,1095,626,18827,6248,NA,NA,42717,7938,57661,35024,NA,NA,1186,
"93(1,E12)",NEG1,-51,33,176,309,235,NA,NA,-6,4,-4,30,NA,NA,1149,
"94(1,F12)",NEG2,3,-22,248,323,301,NA,NA,2,27,348,1232,NA,NA,1189,
"95(1,G12)",BLANK1,-34,10,-8,4,7,3,4,-8,0,-2,-2,1,-1,1061,
"96(1,H12)",BLANK2,34,-10,8,-4,-7,-3,-4,8,0,2,2,-1,1,1209,
,,,,,,,,,,,,,,,,
DataType:,Count,,,,,,,,,,,,,,,
Location,Sample,SNAP,WNV,YF,JE3,ZIKA,DENV,CHIKV,GLURPR2,CSP,PfAMA1,PfMSP119,WRUV,WMEV,Total Events,
"1(1,A1)",Unknown1,177,83,64,64,82,92,169,76,63,52,46,54,108,1130,
"2(1,B1)",Unknown2,120,89,65,58,91,86,120,58,48,94,51,48,89,1017,
"3(1,C1)",Unknown3,164,93,61,60,97,79,116,68,43,87,52,57,113,1090,
"4(1,D1)",Unknown4,121,71,54,52,114,89,90,55,59,81,47,40,76,949,
"5(1,E1)",Unknown5,136,61,57,56,85,61,87,76,59,80,78,57,56,949,
"6(1,F1)",Unknown6,116,83,65,57,110,90,87,87,59,113,60,55,97,1079,
"7(1,G1)",Unknown7,138,85,52,41,81,69,102,105,70,80,63,69,86,1041,
"8(1,H1)",Unknown8,128,92,84,59,54,72,127,76,61,67,53,61,91,1025,
"9(1,A2)",Unknown9,129,92,56,49,97,97,116,66,53,95,75,48,74,1047,
"10(1,B2)",Unknown10,138,78,62,60,86,68,120,95,59,92,84,62,112,1116,
"11(1,C2)",Unknown11,166,79,47,55,78,76,123,86,51,93,59,88,70,1071,
"12(1,D2)",Unknown12,137,92,71,58,78,72,96,112,63,89,66,109,79,1122,
"13(1,E2)",Unknown13,139,85,94,55,110,89,119,87,54,103,67,86,85,1173,
"14(1,F2)",Unknown14,164,99,110,65,78,77,123,96,63,94,55,73,86,1183,
"15(1,G2)",Unknown15,145,84,80,61,70,87,141,78,49,102,60,90,74,1121,
"16(1,H2)",Unknown16,142,65,63,64,93,70,126,96,60,122,58,59,79,1097,
"17(1,A3)",Unknown17,152,96,91,61,83,64,123,89,63,84,51,53,85,1095,
"18(1,B3)",Unknown18,160,75,91,53,91,92,125,72,60,97,74,56,80,1126,
"19(1,C3)",Unknown19,180,96,103,55,88,74,168,82,60,86,86,51,107,1236,
"20(1,D3)",Unknown20,152,100,98,53,102,63,113,114,53,91,105,66,86,1196,
"21(1,E3)",Unknown21,140,68,93,72,86,76,130,96,68,68,74,53,63,1087,
"22(1,F3)",Unknown22,137,100,76,46,99,85,116,91,56,102,67,91,69,1135,
"23(1,G3)",Unknown23,150,94,99,54,116,64,131,78,66,107,96,76,51,1182,
"24(1,H3)",Unknown24,171,105,93,54,88,80,113,90,73,80,97,81,50,1175,
"25(1,A4)",Unknown25,142,96,74,61,97,85,108,75,53,104,111,83,64,1153,
"26(1,B4)",Unknown26,146,99,75,66,94,66,123,67,62,84,92,77,59,1110,
"27(1,C4)",Unknown27,139,104,105,55,89,69,142,85,58,99,97,80,64,1186,
"28(1,D4)",Unknown28,194,114,85,64,68,92,143,78,49,58,93,110,47,1195,
"29(1,E4)",Unknown29,179,102,87,59,101,88,129,58,54,71,106,95,72,1201,
"30(1,F4)",Unknown30,150,93,98,48,92,83,161,79,59,89,106,87,65,1210,
"31(1,G4)",Unknown31,147,102,76,66,101,94,157,59,46,62,97,92,72,1171,
"32(1,H4)",Unknown32,153,88,88,67,86,88,175,87,70,104,100,81,70,1257,
"33(1,A5)",Unknown33,179,89,74,56,107,72,138,90,82,99,86,91,63,1226,
"34(1,B5)",Unknown34,116,73,73,54,87,75,135,122,78,83,95,66,51,1108,
"35(1,C5)",Unknown35,157,99,87,56,98,78,176,78,57,105,77,67,38,1173,
"36(1,D5)",Unknown36,148,84,79,56,70,74,105,67,63,99,103,78,47,1073,
"37(1,E5)",Unknown37,137,95,67,56,73,56,129,92,66,105,85,90,50,1101,
"38(1,F5)",Unknown38,125,97,79,48,89,84,158,87,45,79,86,68,48,1093,
"39(1,G5)",Unknown39,116,76,62,58,72,59,103,77,63,70,97,93,60,1006,
"40(1,H5)",Unknown40,150,87,86,66,112,82,134,75,66,86,73,74,72,1163,
"41(1,A6)",Unknown41,147,83,83,84,106,73,151,90,64,114,94,130,86,1305,
"42(1,B6)",Unknown42,147,104,121,67,86,80,139,83,55,84,78,156,100,1300,
"43(1,C6)",Unknown43,147,101,67,48,106,66,150,77,71,88,65,136,60,1182,
"44(1,D6)",Unknown44,165,123,74,70,97,77,147,85,68,87,96,129,86,1304,
"45(1,E6)",Unknown45,163,104,99,70,96,77,153,83,50,102,73,126,84,1280,
